,Warehouse id,Region,SKU id,01-04-2018 00:00,01-05-2018 00:00,01-06-2018 00:00,01-07-2018 00:00,01-08-2018 00:00,01-09-2018 00:00,01-10-2018 00:00,01-11-2018 00:00,01-12-2018 00:00,01-01-2019 00:00,01-02-2019 00:00,01-03-2019 00:00,01-04-2019 00:00,01-05-2019 00:00,01-06-2019 00:00,01-07-2019 00:00,01-08-2019 00:00,01-09-2019 00:00,01-10-2019 00:00,01-11-2019 00:00,01-12-2019 00:00,01-01-2020 00:00,01-02-2020 00:00,01-03-2020 00:00,01-04-2020 00:00,01-05-2020 00:00,01-06-2020 00:00,01-07-2020 00:00,01-08-2020 00:00,01-09-2020 00:00,01-10-2020 00:00,01-11-2020 00:00,01-12-2020 00:00,01-01-2021 00:00,01-02-2021 00:00,01-03-2021 00:00,01-04-2021 00:00,01-05-2021 00:00
708,3,WEST,314,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,417.0,281.0,206.3333333,201.0,223.6666667,9.0,9.0
709,3,WEST,315,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,141.0,139.0,67.0,169.0,160.0,13.0,1.0
710,3,WEST,316,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,80.0,65.33333333,20.0
712,3,WEST,318,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,167.0,221.0,168.0,48.0,84.0,81.0,18.0,6.0
713,3,WEST,319,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,209.0,137.0,197.0,119.0,17.0,23.0,71.0,71.0,251.0,182.0,209.0,167.0,257.0,215.0,176.0,159.0,131.0,92.0
714,3,WEST,320,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,267.0,296.3333333,107.0,123.0,19.0,27.0,59.0,75.0,95.0,43.0,75.0,47.0,55.0,75.0,35.0,123.0,19.0,51.0
715,3,WEST,321,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,139.0,211.0,155.0,235.0,139.0,179.0,19.0,27.0,67.0,67.0,151.0,83.0,155.0,219.0,251.0,163.0,83.0,235.0,27.0,91.0
716,3,WEST,322,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,140.0,188.0,188.0,60.0,12.0,12.0,36.0,68.0,132.0,132.0,176.0,116.0,188.0,180.0,192.0,160.0,20.0,80.0
723,3,WEST,398,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,35.66666667,45.0,35.0,27.0,23.0,35.0,11.0,15.0
724,3,WEST,399,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,352.0,634.0,718.0,664.0,238.0,514.0,700.0,208.0,364.0
725,3,WEST,400,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,181.0,85.0,5.0,5.0,5.0,193.0,373.0,437.0,543.6666667,405.0,421.0,469.0,293.0,314.3333333,117.0,317.0
728,3,WEST,207,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,18.0,15.0,21.0,18.0,15.0,15.0,15.0,15.0,24.0,24.0,18.0,18.0,15.0,18.0,21.0,24.0,15.0,15.0
729,3,WEST,208,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,11.0,5.0,21.0,5.0,27.0
730,3,WEST,209,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,41.0,153.0,89.0,153.0,401.0,422.3333333,217.0,297.0,249.0,217.0,121.0,377.0
731,3,WEST,210,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,188.0,188.0,32.0,314.0,182.0,68.0,20.0,20.0,74.0,68.0,140.0,224.0,212.0,324.0,340.0,260.0,326.0,242.0,50.0,254.0
746,3,WEST,402,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,29.0,17.0,5.0,5.0,5.0,5.0,5.0,9.0,5.0,12.0,17.0,22.33333333,15.0,5.0,5.0,5.0,5.0
747,3,WEST,227,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,447.0,95.0,15.0,15.0,15.0,47.0,15.0,79.0,31.0,111.0,27.0,316.3333333,312.3333333,15.0,15.0,15.0,47.0
748,3,WEST,229,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,14.33333333,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,19.66666667,9.0,9.0,9.0,9.0
766,4,SOUTH,327,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,28.0,12.0,30.0,10.0,23.33333333,36.0,4.0,12.0,33.33333333,40.0,12.0
767,4,SOUTH,19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,21.0,24.33333333,17.0,14.0,11.0,15.0,27.0,11.0,9.0,16.33333333,10.0,5.0
768,4,SOUTH,351,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,13.0,37.66666667,38.0,14.0,16.0,14.0,22.0,22.0,10.0,12.0,33.0,18.0,12.0
769,4,SOUTH,20,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,21.0,23.0,36.0,36.0,45.0,27.0,27.0,39.0,31.0,23.0,22.33333333
770,4,SOUTH,353,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,22.0,22.0,22.0,14.0,22.0,31.0,35.66666667,21.0,26.0,24.0,14.0,6.0
771,4,SOUTH,21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,201.0,61.0,33.0,225.0,101.0,85.0,252.3333333,275.6666667,155.0,181.0,169.0,65.0
772,4,SOUTH,22,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,112.0,152.0,72.0,116.0,168.0,208.0,177.3333333,76.0,100.0,88.0,24.0
773,4,SOUTH,23,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,34.0,38.0,14.0,37.0,31.0,44.66666667,41.0,31.0,32.0,20.66666667,14.0
774,4,SOUTH,24,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,201.0,87.0,195.0,93.0,51.0,234.0,278.0,231.0,221.0,186.0,87.0,21.0
776,4,SOUTH,26,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,183.0,219.0,153.0,195.0,282.0,288.0,328.0,282.0,231.0,135.0,81.0
777,4,SOUTH,27,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,118.0,302.0,62.0,250.0,474.0,398.0,452.6666667,454.0,354.0,238.0,110.0
778,4,SOUTH,28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,13.0,1.0,21.0,93.66666667,81.0,89.0,115.6666667,91.0,57.0,29.0
779,4,SOUTH,29,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,223.0,287.0,87.0,144.3333333,303.0,167.0,343.0,364.3333333,347.0,287.0,183.0,79.0
783,4,SOUTH,33,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,134.0,78.0,6.0,174.0,482.0,522.0,434.0,416.6666667,466.0,206.0,62.0
789,4,SOUTH,35,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,229.0,255.0,95.0,71.0,17.0
790,4,SOUTH,36,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,17.0,9.0,9.0,51.0,113.0,97.0,231.0,121.0,109.0,151.0,257.0,217.0,277.0,237.6666667,99.0,81.0
794,4,SOUTH,41,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,56.0,216.0,8.0,32.0,152.0,184.0,236.0,76.0,204.0,300.0,480.0,524.0,432.0,356.0,288.0,8.0
796,4,SOUTH,42,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,49.0,41.0,17.0,49.0,89.0,41.0,101.0,141.0,93.0,133.0,241.0,261.0,193.0,177.0,201.0,49.0
797,4,SOUTH,43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,56.0,1.0,23.0,21.0,19.0,30.0,42.0,29.0,51.0,70.66666667,57.33333333,11.0,11.0,49.0,5.0
798,4,SOUTH,44,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,56.0,44.0,20.0,68.0,68.0,86.0,101.0,92.0,53.0,140.0,167.0,125.0,163.0,176.0,32.0,62.0
805,4,SOUTH,54,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,49.0,1.0,1.0,17.0,49.0,65.0,33.0,73.0,49.0,121.0,145.0,121.0,105.0,97.0,81.0,33.0
806,4,SOUTH,55,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,31.0,19.0,49.0,451.0,235.0,232.0,235.0,439.0,467.0,463.0,460.0,321.0,421.0,262.0,187.0
807,4,SOUTH,56,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,506.0,242.0,530.0,446.0,790.0,830.0,864.6666667,510.0,606.0,643.3333333,262.0,26.0
808,4,SOUTH,57,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,36.0,52.0,26.0,38.0,26.0,24.0,80.0,85.33333333,38.0,62.0,46.0,46.0,6.0
809,4,SOUTH,58,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,30.0,86.0,46.0,62.0,86.0,94.0,64.0,74.66666667,26.0,94.0,56.0,94.0,30.0
810,4,SOUTH,59,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,33.0,13.0,5.0,77.0,35.0,153.0,107.0,81.0,77.0,5.0,239.6666667,421.0,353.0,429.0,5.0,73.0
813,4,SOUTH,62,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,73.0,150.0,6.0,132.0,156.0,138.0,303.0,168.0,189.0,319.0,342.0,396.0,321.0,159.0,150.0,48.0
814,4,SOUTH,63,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,91.0,199.0,15.0,163.0,167.0,159.0,347.0,227.0,195.0,372.3333333,399.0,433.6666667,319.0,371.0,271.0,15.0
818,4,SOUTH,66,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,30.0,70.0,24.0,56.0,68.0,72.0,142.0,185.3333333,179.6666667,125.0,56.0
819,4,SOUTH,67,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,85.0,160.0,82.0,37.0,7.0,67.0,157.0,91.0,157.0,67.0,187.0,214.0,343.0,455.0,485.0,433.0,415.0,289.0
820,4,SOUTH,244,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,40.0,146.0,44.0,30.0,12.0,44.0,56.0,16.0,24.0,28.0,20.0,74.0,48.0,72.0,168.0,154.6666667,124.0,36.0
825,4,SOUTH,73,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,44.0,70.66666667,67.0,69.0,64.0,43.0,12.0,27.0,45.66666667,28.0,72.0,31.0,57.0,71.0,52.0,38.0,63.0,26.0,19.0,14.0
826,4,SOUTH,74,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,46.0,48.0,56.0,44.0,72.0,70.0,68.0,44.0,68.0,58.0,12.0,33.33333333
829,4,SOUTH,76,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,20.33333333,20.33333333,7.0
842,4,SOUTH,87,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,14.0,14.0,16.66666667
852,4,SOUTH,418,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,22.0,39.33333333,14.0,28.0,70.0,42.0,36.0,22.0,42.0,16.0,30.0,46.0,60.0,60.66666667,32.0,34.0
857,4,SOUTH,362,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,79.0,187.0,172.0,277.0,148.0,244.0,7.0,241.0,322.0,379.0,310.0,220.0,13.0,193.0,205.0,187.0,205.0,160.0,100.0,34.0
865,4,SOUTH,368,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,34.0,2.0,10.0,2.0,10.0,2.0,34.0,148.6666667,106.0,100.0,34.0,72.0,93.33333333,94.0,78.0,98.0,2.0
867,4,SOUTH,373,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85.0,303.6666667,443.6666667,505.0,329.0,487.0,137.0
868,4,SOUTH,259,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,770.6666667,632.0,696.0,952.0,1184.0,1008.0,1196.0,664.0,736.0,1208.0,700.0,737.3333333
869,4,SOUTH,260,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,140.0,146.0,104.0,152.0,218.0,128.0,212.0,92.0,134.0,234.0,164.0,38.0
870,4,SOUTH,261,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,843.6666667,1513.0,1939.0,1819.0,1475.0,1411.0,1721.0,1929.0,1521.0
886,4,SOUTH,279,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,184.0,4.0,4.0,4.0,4.0,448.0,214.0,760.0,562.0,286.0,754.0,552.0,130.0,456.0,568.0,301.0,34.0
887,4,SOUTH,280,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,149.0,81.0,13.0,13.0,13.0,158.3333333,113.0,297.0,261.0,283.0,305.0,357.0,289.0,141.0,309.0,37.0,173.0
888,4,SOUTH,281,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,223.0,143.0,231.0,197.0,283.0,306.3333333,289.0,173.0,211.0,227.0,151.0,156.3333333
889,4,SOUTH,282,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,104.0,178.6666667,198.0,166.3333333,131.0,86.0,8.0,71.0,30.0,16.0,114.0,112.0,208.0,114.0,42.0,102.0,70.0,136.0,90.0,22.0
890,4,SOUTH,375,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,52.0,40.0,26.0,12.0,34.0,36.0,40.0,20.0,32.0,40.0,24.0,37.33333333,14.0,20.0,48.0,48.0,24.0
891,4,SOUTH,284,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.6666667,94.0,88.0,4.0,114.0,80.0,48.0,120.0,26.0,108.0,106.0,116.0,116.0,102.0,114.0,16.0,4.0
892,4,SOUTH,285,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,62.0,85.33333333,87.0,37.0,25.0,45.0,17.0,25.0,27.0,24.0,40.0,22.0,36.0,29.0,22.0,24.0,30.0,40.0,22.0,17.0
893,4,SOUTH,377,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,31.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,33.0,29.0,43.0,47.0,57.66666667,49.0,47.0,7.0
895,4,SOUTH,421,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,14.0,11.0,10.0,24.0,28.66666667,20.0,19.0,14.0,15.0,22.0,29.33333333,25.0,26.0,21.0,17.0,15.0
896,4,SOUTH,101,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,91.0,11.0,259.0,59.0,479.0,508.3333333,651.0,51.0,317.6666667,219.0,19.0
897,4,SOUTH,102,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,102.0,59.66666667,49.0,74.66666667,161.0,163.0,154.0,130.0,58.0
919,4,SOUTH,424,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,76.0,56.0,32.0,44.0,62.66666667,64.0,36.0,65.33333333,28.0,20.0
920,4,SOUTH,425,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,19.0,22.0,46.0,25.0,19.0,90.0,93.0,28.0
921,4,SOUTH,426,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,28.0,8.0,8.0,8.0,8.0,64.0,44.0,36.0,64.0,57.33333333,36.0,44.0,76.0,48.0,8.0
927,4,SOUTH,338,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,241.0,241.0,9.0
940,4,SOUTH,344,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,308.0,308.0,390.6666667,316.0,150.6666667,36.0
945,4,SOUTH,384,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,141.0,124.3333333,16.0,108.0,144.0,16.0,138.0,16.0,48.0,76.0,54.0,64.0,58.0,106.0,95.0,134.0,81.66666667,83.0,16.0
946,4,SOUTH,430,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,89.0,155.0,116.0,149.0,11.0,167.0,155.0,119.0,83.0,74.0,110.0,95.0,11.0,59.0,149.0,89.0,11.0,11.0
947,4,SOUTH,431,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,134.0,330.0,102.0,18.0,291.3333333,366.0,242.0,242.0,50.0,130.0,194.0,130.0,58.0,234.0,254.0,98.0,18.0
948,4,SOUTH,432,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,33.0,27.0,27.0,35.0,49.66666667,45.0,45.0,37.0,43.0,29.66666667,37.0,7.0
960,4,SOUTH,156,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,20.0,29.33333333,28.0,16.0
